Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202300010866;155661291;A01;1;7;4;0;3;1;1;
202300010866;155661294;B01;1;7;0;0;6;23;2;
202300010867;155661285;B01;3;7;0;2;4;1;1;
202300010867;155661287;A01;3;7;0;2;1;1;1;
202300010868;155661281;A01;3;7;0;0;2;9;1;
202300010868;155661288;B01;1;1;0;0;1;1;5;
202300010869;155661279;A01;1;1;0;2;1;5;5;
202300010869;155661283;B01;1;7;0;2;3;15;1;
202300010870;155661278;A01;2;7;0;0;4;1;1;
202300010870;155661282;B01;2;7;0;2;4;2;1;
202300010870;155661286;C01;2;7;0;2;1;2;1;
202300010871;155661277;A01;3;1;0;0;0;1;5;
202300010872;155661272;A01;1;7;0;2;6;11;1;
202300010872;155661274;B01;1;33;0;2;1;1;1;
202300010873;155661273;A01;1;7;0;2;4;1;1;
202300010873;155661276;B01;1;7;0;2;1;2;1;
202300010874;155661271;A01;2;7;0;2;2;9;3;
202300010874;155661275;B01;2;33;0;2;1;2;1;
202300010875;155661270;A01;2;50;0;0;7;2;3;
202300010876;155661269;A01;1;7;0;1;3;1;2;
202300010877;155661266;A01;2;33;0;2;1;1;1;
202300010877;155661268;B01;2;7;0;2;4;1;1;
202300010878;155661264;A01;1;30;0;1;2;1;1;
202300010879;155661263;B01;1;14;0;2;6;2;1;
202300010879;155661267;A01;1;7;0;2;1;2;1;
202300010880;155661265;A01;3;7;0;0;1;15;0;
202300010881;155661260;A01;1;30;14;0;8;11;3;
202300010882;155661257;A01;1;7;6;0;1;0;3;
202300010883;155661256;A01;2;33;0;2;8;1;1;
202300010883;155661262;Z01;2;7;0;2;5;12;1;
202300010884;155661258;A01;3;7;0;2;6;1;1;
202300010884;155661261;B01;3;31;0;2;1;2;1;
202300010885;155661250;A01;2;7;0;2;1;2;1;
202300010885;155661254;B01;2;7;0;2;1;2;1;
202300010885;155661255;C01;2;7;0;2;1;2;1;
202300010885;155661259;D01;2;7;0;2;4;2;1;
202300010886;155661249;A01;3;7;0;2;2;13;1;
202300010886;155661253;B01;3;7;0;2;1;1;1;
202300010887;155661248;A01;2;7;4;0;2;1;1;
202300010888;155661251;Z01;2;7;0;1;0;1;0;
202300010889;155661245;A01;2;10;4;0;3;13;1;
202300010890;155661247;A01;3;2;0;2;1;1;1;
202300010890;155661252;B01;3;7;0;2;5;15;1;
202300010891;155661244;A01;2;7;4;0;3;1;1;
202300010892;155661242;A01;1;10;4;0;1;14;1;
202300010893;155661241;A01;0;7;0;0;9;0;0;
202300010894;155661240;A01;3;7;0;2;3;26;1;
202300010894;155661243;B01;3;43;0;2;5;1;1;
202300010895;155661238;A01;2;7;13;0;0;13;1;
202300010896;155661232;C01;2;10;0;2;1;2;1;
202300010896;155661235;A01;2;7;0;2;4;2;2;
202300010896;155661237;B01;2;7;0;2;4;2;1;
202300010897;155661231;A01;1;7;0;2;1;2;1;
202300010897;155661234;B01;1;7;0;2;4;2;1;
202300010898;155661228;A01;2;7;0;9;1;15;1;
202300010898;155661233;B01;1;1;0;2;1;2;5;
202300010899;155661227;A01;1;7;0;2;6;1;1;
202300010899;155661230;B01;1;7;0;2;1;12;1;
202300010900;155661223;A01;1;7;0;2;1;1;1;
202300010900;155661226;B01;1;7;0;2;4;1;1;
202300010901;155661224;D01;1;2;0;0;0;2;0;
202300010901;155661229;C01;1;7;0;2;3;2;0;
202300010901;155661236;B01;1;2;0;0;4;2;1;
202300010901;155661239;A01;1;7;0;2;3;2;1;
202300010902;155661219;A01;3;7;8;1;2;1;1;
202300010903;155661220;A01;2;7;0;1;2;2;1;
202300010904;155661217;A01;2;7;0;2;1;2;1;
202300010904;155661221;B01;2;7;0;2;4;2;1;
202300010904;155661222;C01;2;7;0;0;4;2;1;
202300010904;155661225;D01;0;7;0;2;4;2;2;
202300010905;155661213;A01;1;31;1;0;0;1;1;
202300010906;155661210;A01;2;33;0;2;1;3;1;
202300010906;155661214;B01;2;7;0;2;2;2;3;
202300010906;155661215;C01;2;7;0;2;6;2;3;
202300010906;155661218;D01;2;7;0;2;2;0;1;
202300010907;155661211;A01;3;2;0;2;7;13;0;
202300010907;155661216;B01;3;7;0;0;7;1;1;
202300010908;155661208;A01;2;10;0;2;1;2;1;
202300010908;155661212;B01;2;7;0;2;4;1;1;
202300010909;155661209;A01;1;34;0;1;2;1;1;
202300010910;155661204;A01;1;7;3;0;3;1;1;
202300010911;155661205;A01;1;30;8;0;0;0;1;
202300010912;155661207;A01;3;10;0;1;2;15;1;
202300010913;155661202;A01;1;7;0;2;7;12;1;
202300010913;155661206;B01;1;43;0;2;8;3;1;
202300010914;155661203;A01;1;30;0;0;0;1;1;
202300010915;155661199;A01;2;10;6;0;1;15;1;
202300010916;155661196;B01;2;7;0;2;4;23;1;
202300010916;155661201;A01;2;7;0;2;1;1;1;
202300010917;155661194;A01;1;7;0;2;1;1;1;
202300010917;155661198;B01;1;7;0;2;4;1;1;
202300010918;155661193;B01;2;7;0;2;3;21;1;
202300010918;155661197;A01;2;7;0;2;5;14;1;
202300010919;155661189;B01;1;7;0;2;4;2;1;
202300010919;155661192;A01;1;10;0;2;1;2;1;
202300010919;155661195;D01;1;17;0;2;4;2;1;
202300010919;155661200;C01;1;10;0;2;4;2;1;
202300010920;155661190;A01;1;7;0;1;3;1;1;
202300010921;155661185;A01;2;7;1;2;2;1;1;
202300010921;155661188;B01;2;7;0;2;6;23;1;
202300010921;155661191;C01;2;7;0;2;6;2;2;
202300010922;155661183;B01;2;7;0;2;4;2;0;
202300010922;155661186;A01;2;15;0;2;1;2;0;
202300010923;155661182;C01;1;7;0;2;3;1;1;
202300010923;155661184;A01;1;33;0;2;8;3;1;
202300010923;155661187;B01;1;7;0;2;7;1;1;
202300010924;155661179;A01;2;10;0;2;2;16;1;
202300010924;155661181;B01;2;60;0;2;1;1;5;
202300010925;155661174;A01;2;33;0;2;1;3;1;
202300010925;155661177;B01;2;7;0;2;7;12;1;
202300010926;155661171;B01;3;1;0;2;0;1;5;
202300010926;155661175;A01;3;50;0;2;0;15;3;
202300010927;155661170;B01;1;32;0;2;7;1;1;
202300010927;155661173;A01;1;7;0;2;8;17;0;
202300010928;155661172;B01;2;7;0;2;9;1;1;
202300010928;155661178;A01;2;10;0;2;6;12;1;
202300010928;155661180;C01;2;7;0;2;2;0;1;
202300010929;155661169;A01;2;31;0;2;1;1;1;
202300010929;155661176;B01;2;7;0;2;2;1;1;
202300010930;155661167;A01;0;7;0;1;5;20;1;
202300010931;155661165;B01;2;7;0;2;4;2;1;
202300010931;155661168;A01;2;34;0;2;1;2;1;
202300010932;155661164;A01;2;30;0;1;1;1;1;
202300010933;155661161;A01;1;7;12;0;4;26;1;
202300010933;155661162;B01;2;7;0;9;4;26;1;
202300010934;155661160;B01;2;10;0;2;4;1;1;
202300010934;155661163;A01;2;10;0;2;1;1;1;
202300010934;155661166;C01;2;10;0;2;4;1;1;
202300010935;155661156;A01;2;7;0;2;1;1;1;
202300010935;155661159;B01;1;7;0;2;1;1;1;
202300010936;155661155;A01;2;7;0;2;2;20;1;
202300010936;155661158;B01;1;33;0;2;8;1;1;
202300010937;155661153;B01;1;7;0;2;1;1;1;
202300010937;155661157;A01;3;50;0;2;7;0;3;
202300010938;155661151;B01;1;2;11;2;7;12;1;
202300010938;155661154;A01;1;10;0;9;3;1;1;
202300010939;155661145;C01;2;7;0;2;4;2;2;
202300010939;155661149;B01;2;7;0;2;4;2;1;
202300010939;155661152;A01;2;10;0;2;1;2;1;
202300010940;155661146;B01;1;2;0;2;1;1;3;
202300010940;155661148;A01;2;10;0;2;3;15;1;
202300010941;155661147;A01;3;1;0;2;3;19;5;
202300010941;155661150;B01;2;7;0;2;1;1;2;
202300010942;155661143;Z01;1;30;0;0;0;2;1;
202300010943;155661140;B01;1;7;0;2;3;1;1;
202300010943;155661142;C01;1;10;0;2;4;2;1;
202300010943;155661144;A01;1;32;0;2;8;10;1;
202300010944;155661138;A01;1;33;0;2;0;17;1;
202300010945;155661139;B01;-1;7;0;1;1;1;-1;
202300010946;155661136;A01;2;31;0;2;8;3;1;
202300010946;155661141;B01;2;7;0;2;7;1;2;
202300010947;155661135;A01;1;30;0;2;1;0;1;
202300010947;155661137;B01;1;7;0;2;5;2;1;
202300010948;155661134;A01;1;60;8;0;1;25;5;
202300010949;155661128;A01;2;1;0;2;1;1;5;
202300010949;155661132;B01;1;7;0;2;3;1;3;
202300010950;155661127;A01;2;7;0;2;8;9;1;
202300010950;155661133;B01;1;7;0;2;3;13;1;
202300010951;155661125;B01;2;33;0;2;1;1;1;
202300010951;155661130;A01;2;7;0;2;6;11;1;
202300010952;155661122;A01;2;37;0;9;5;1;1;1.0
202300010952;155661126;B01;2;60;0;2;3;1;5;
202300010953;155661123;A01;2;7;0;2;3;9;1;
202300010953;155661129;B01;2;34;0;2;1;1;1;
202300010954;155661121;A01;1;7;0;2;1;1;1;
202300010954;155661124;B01;1;7;0;2;9;1;1;
202300010954;155661131;C01;1;7;0;2;4;9;1;
202300010955;155661119;A01;1;7;0;1;0;0;0;
202300010956;155661117;B01;1;7;0;2;8;1;3;
202300010956;155661120;A01;1;32;0;2;7;17;0;
202300010957;155661116;A01;2;7;1;0;2;1;1;
202300010958;155661110;D01;1;7;0;2;2;13;1;
202300010958;155661112;C01;1;7;14;2;1;23;1;
202300010958;155661115;A01;1;33;0;0;7;16;1;
202300010958;155661118;B01;1;7;14;2;4;23;1;
202300010959;155661109;B01;2;33;0;2;0;1;0;
202300010959;155661114;A01;3;7;0;2;6;19;1;
202300010960;155661108;A01;3;33;0;2;0;1;1;
202300010961;155661105;A01;1;2;0;2;1;17;3;
202300010961;155661111;B01;1;7;0;2;3;1;1;
202300010962;155661107;A01;1;7;0;2;3;15;0;
202300010962;155661113;B01;1;34;0;2;1;1;1;
202300010963;155661102;B01;1;7;0;2;1;1;1;
202300010963;155661103;A01;3;50;0;2;7;19;3;
202300010964;155661101;A01;1;13;0;1;2;16;0;
202300010965;155661100;B01;3;7;0;2;2;1;1;
202300010965;155661106;A01;3;34;0;2;1;19;1;
202300010966;155661098;A01;1;7;0;2;2;26;1;
202300010966;155661104;B01;2;1;0;2;1;1;5;
202300010967;155661096;A01;1;7;0;2;3;15;1;
202300010967;155661099;B01;2;7;0;2;2;1;1;
202300010968;155661097;A01;2;1;0;1;7;1;5;
202300010969;155661093;A01;1;7;0;1;1;1;1;
202300010970;155661092;B01;2;33;0;2;1;1;1;
202300010970;155661095;A01;2;7;0;2;6;19;1;
202300010971;155661091;B01;1;50;0;2;7;19;3;
202300010971;155661094;A01;1;7;0;9;1;16;1;
202300010972;155661088;B01;1;34;0;2;1;26;1;
202300010972;155661090;A01;2;10;0;2;3;15;1;
202300010973;155661085;A01;2;7;13;0;1;13;1;
202300010974;155661087;A01;1;1;0;1;1;21;5;
202300010975;155661084;B01;2;33;0;2;7;1;1;
202300010975;155661089;A01;2;7;0;2;2;9;1;
202300010976;155661082;B01;1;2;0;2;1;1;1;
202300010976;155661086;A01;1;7;0;2;1;16;1;
202300010977;155661080;B01;2;31;0;2;0;0;0;
202300010977;155661083;A01;1;7;0;2;0;0;0;
202300010978;155661079;A01;1;10;0;1;1;1;1;
202300010979;155661076;Z01;1;50;9;2;0;25;3;
202300010979;155661081;B01;2;1;9;2;0;25;5;
202300010980;155661078;A01;2;30;0;0;0;21;1;
202300010981;155661075;A01;1;7;0;2;3;1;2;
202300010981;155661077;B01;2;7;0;2;3;1;1;
202300010982;155661072;A01;1;32;0;2;8;7;1;
202300010982;155661074;B01;1;7;0;2;7;16;1;
202300010983;155661069;A01;1;33;0;2;1;1;1;
202300010983;155661073;B01;2;7;0;2;3;9;1;
202300010984;155661070;B01;2;32;0;2;2;1;1;
202300010984;155661071;A01;2;7;0;2;3;9;1;
202300010985;155661067;A01;2;7;15;0;1;0;3;
202300010986;155661066;A01;1;7;0;1;1;1;1;
202300010987;155661068;A01;2;80;0;1;1;1;3;
202300010988;155661064;B01;1;10;0;2;8;1;1;
202300010988;155661065;A01;1;7;0;2;1;19;1;
202300010989;155661063;A01;3;7;0;1;1;1;0;
202300010990;155661062;A01;1;7;15;1;1;25;1;
202300010991;155661055;B01;1;7;0;0;4;1;1;
202300010991;155661058;A01;1;7;0;2;1;1;1;
202300010992;155661059;A01;3;7;0;2;1;26;1;
202300010992;155661060;B01;3;33;0;2;7;26;1;
202300010993;155661056;A01;1;80;0;0;1;1;3;
202300010994;155661057;A01;1;7;0;2;3;1;1;
202300010994;155661061;B01;2;7;0;2;6;1;1;
202300010995;155661054;A01;3;7;0;1;3;1;1;
202300010996;155661051;A01;1;7;0;2;3;2;1;
202300010996;155661053;B01;1;7;0;2;5;2;1;
202300010997;155661049;A01;2;7;0;1;1;1;1;
202300010998;155661050;A01;2;30;14;0;1;1;1;
202300010999;155661046;B01;1;10;0;2;1;12;1;
202300010999;155661048;A01;1;33;0;2;2;3;3;
202300011000;155661044;A01;3;7;0;2;2;17;1;
202300011000;155661047;B01;3;33;0;2;1;1;0;
202300011000;155661052;C01;3;7;0;2;6;2;1;
202300011001;155661045;A01;3;3;0;1;1;21;1;
202300011002;155661043;A01;2;33;7;0;1;1;1;
202300011003;155661041;A01;1;7;0;1;7;2;1;
202300011004;155661034;A01;1;10;0;0;1;1;0;
202300011005;155661032;A01;1;7;0;2;1;9;1;
202300011005;155661039;B01;1;7;0;2;4;1;1;
202300011005;155661042;C01;2;7;0;2;0;0;1;
202300011006;155661031;B01;1;1;0;2;0;1;5;
202300011006;155661033;A01;2;7;0;0;0;13;1;
202300011007;155661029;A01;3;30;0;2;1;17;1;
202300011007;155661037;B01;3;7;0;2;8;1;1;
202300011008;155661036;A01;2;17;4;0;1;1;1;
202300011008;155661038;B01;2;7;0;0;0;1;1;
202300011008;155661040;C01;2;7;0;0;0;0;1;
202300011009;155661026;A01;1;7;9;0;1;0;1;
202300011010;155661027;A01;2;7;0;1;2;1;1;
202300011011;155661023;B01;1;7;0;2;4;26;1;
202300011011;155661028;A01;1;7;0;2;1;26;1;
202300011012;155661021;A01;1;30;0;2;7;1;1;
202300011012;155661025;B01;2;7;0;2;6;15;2;
202300011013;155661019;A01;3;7;0;1;3;13;1;
202300011014;155661017;A01;0;7;5;1;1;1;1;
202300011015;155661015;A01;1;7;0;2;0;15;2;
202300011015;155661018;B01;2;34;0;2;2;17;0;
202300011016;155661016;A01;3;7;0;2;7;19;0;
202300011016;155661020;B01;3;34;0;2;8;19;0;
202300011017;155661013;A01;2;7;13;0;1;13;1;
202300011018;155661014;A01;2;7;0;1;1;2;0;
202300011019;155661011;A01;2;30;7;0;1;13;0;
202300011020;155661008;A01;1;34;0;2;1;1;1;
202300011020;155661012;B01;1;34;0;2;4;1;1;
202300011021;155661006;A01;2;7;0;2;5;15;1;
202300011021;155661010;B01;1;32;0;2;1;1;1;
202300011022;155661007;A01;2;43;0;1;1;1;1;
202300011023;155661005;A01;2;2;0;2;1;18;1;
202300011023;155661009;B01;1;7;0;2;5;15;1;
202300011024;155661000;A01;3;0;0;2;1;1;0;
202300011024;155661003;B01;3;1;0;2;4;1;0;
202300011025;155660997;B01;0;33;0;2;1;5;0;
202300011025;155661002;A01;0;7;0;2;3;9;1;
202300011026;155660998;X01;2;50;0;2;1;1;3;
202300011026;155661001;Y01;1;1;0;2;8;1;5;
202300011027;155660996;A01;3;7;0;2;1;13;1;
202300011027;155660999;B01;3;32;0;2;1;1;1;
202300011028;155660994;A01;1;7;0;2;8;22;1;
202300011028;155660995;B01;1;50;1;2;1;17;3;
202300011029;155660991;A01;3;7;4;0;1;0;1;
202300011030;155660987;A01;0;10;0;2;1;16;1;
202300011030;155660990;B01;3;7;0;1;1;2;1;
202300011031;155660986;A01;1;7;0;2;1;2;1;
202300011031;155660989;B01;1;7;0;2;4;2;1;
202300011031;155660992;C01;1;7;0;2;4;2;0;
202300011032;155660985;A01;3;7;0;1;3;15;1;
202300011033;155660983;B01;2;7;0;2;1;15;1;
202300011033;155660988;A01;1;7;0;2;1;16;1;
202300011034;155660981;B01;-1;33;1;2;1;1;1;
202300011034;155660984;A01;-1;3;0;2;8;1;1;
202300011035;155660979;B01;2;7;0;2;3;1;1;
202300011035;155660980;A01;1;7;0;2;3;1;1;
202300011036;155660974;A01;1;7;0;2;2;1;1;
202300011036;155660977;B01;1;7;0;2;8;15;1;
202300011037;155660971;A01;3;7;0;1;8;1;0;
202300011037;155660978;B01;3;7;0;2;3;23;0;
202300011038;155660969;A01;2;7;0;2;1;1;1;
202300011038;155660973;D01;2;7;0;2;4;23;1;
202300011038;155660975;C01;2;7;0;2;4;23;1;
202300011038;155660976;B01;2;10;0;2;4;23;1;
202300011039;155660967;A01;0;37;0;1;2;16;1;1.0
202300011040;155660968;B01;1;7;0;2;3;15;1;
202300011040;155660972;A01;1;30;0;2;7;17;1;
202300011041;155660966;A01;1;1;0;1;1;21;5;
202300011042;155660963;A01;1;10;0;1;2;1;1;
202300011043;155660962;B01;3;33;0;2;1;1;0;
202300011043;155660964;A01;0;7;0;2;2;5;1;
202300011044;155660960;A01;1;7;0;2;2;1;0;
202300011044;155660961;B01;3;50;0;2;3;1;3;
202300011045;155660959;A01;2;33;13;0;1;1;1;
202300011046;155660965;C01;1;7;0;2;3;1;1;
202300011046;155660970;A01;2;7;0;2;1;13;1;
202300011046;155660982;B01;1;7;0;2;3;1;1;
202300011046;155660993;D01;1;7;0;2;1;1;1;
202300011047;155660956;A01;2;10;12;2;7;1;1;
202300011047;155660958;B01;1;3;0;0;0;0;1;
202300011048;155660954;A01;1;7;13;0;1;1;1;
202300011049;155660955;A01;0;7;0;1;0;25;0;
202300011050;155660953;A01;1;7;0;2;1;1;1;
202300011050;155660957;B01;1;7;0;2;6;4;1;
202300011051;155660951;A01;2;7;1;0;1;13;1;
202300011052;155660952;A01;1;7;12;0;0;0;1;
202300011053;155660949;A01;3;7;0;1;1;9;1;
202300011054;155660943;A01;1;7;0;1;2;2;0;
202300011055;155660947;A01;3;7;0;2;3;0;1;
202300011055;155660950;B01;3;30;0;2;1;13;1;
202300011056;155660941;A01;3;7;0;2;3;17;1;
202300011056;155660942;B01;3;7;0;2;1;1;1;
202300011056;155660945;C01;3;7;0;2;3;1;1;
202300011057;155660940;B01;1;7;0;2;4;23;1;
202300011057;155660946;A01;1;10;0;2;1;0;1;
202300011058;155660944;B01;0;7;0;2;7;1;1;
202300011058;155660948;A01;0;7;0;2;1;1;1;
202300011059;155660937;B01;1;31;0;2;7;26;0;
202300011059;155660939;A01;1;7;0;9;1;26;0;
202300011060;155660933;A01;1;10;0;1;1;15;3;
202300011061;155660932;A01;2;7;0;1;1;5;0;
202300011062;155660931;A01;1;30;1;0;2;1;3;
202300011063;155660935;A01;1;7;0;2;1;10;1;
202300011063;155660938;B01;1;33;0;2;8;1;1;
202300011064;155660930;A01;2;7;0;2;1;5;1;
202300011064;155660934;B01;1;7;0;2;1;1;1;
202300011064;155660936;C01;1;7;0;2;1;1;1;
202300011065;155660926;A01;1;7;0;2;3;10;1;
202300011065;155660929;B01;1;2;0;2;3;1;1;
202300011066;155660925;A01;1;7;0;2;1;21;1;
202300011066;155660928;B01;1;7;0;2;3;1;1;
202300011067;155660923;B01;0;7;0;0;4;1;1;
202300011067;155660927;A01;0;13;0;2;1;1;1;
202300011068;155660922;A01;0;7;12;0;2;14;1;
202300011069;155660917;B01;3;1;0;2;4;9;5;
202300011069;155660920;A01;2;7;0;2;1;1;1;
202300011070;155660916;B01;1;30;0;2;1;2;1;
202300011070;155660918;C01;1;7;0;2;4;2;1;
202300011070;155660919;A01;1;7;0;2;1;2;1;
202300011071;155660915;A01;1;7;0;1;8;1;1;
202300011072;155660910;A01;3;7;0;9;4;4;1;
202300011072;155660913;B01;3;33;0;2;1;1;1;
202300011073;155660912;A01;1;32;1;2;1;1;1;
202300011073;155660914;B01;0;1;1;2;8;1;5;
202300011074;155660906;B01;3;7;0;2;7;2;1;
202300011074;155660911;A01;3;37;0;2;1;2;1;1.0
202300011075;155660907;A01;2;7;0;2;8;15;1;
202300011075;155660909;B01;1;34;0;2;1;1;1;
202300011076;155660908;A01;1;7;0;1;7;16;1;
202300011077;155660900;A01;1;13;0;2;1;1;0;
202300011077;155660902;B01;1;3;0;2;4;1;0;
202300011078;155660901;A01;1;7;0;2;2;15;1;
202300011078;155660904;B01;2;33;0;2;1;1;1;
202300011079;155660897;Z01;1;7;0;2;1;1;1;
202300011079;155660903;B01;2;7;0;2;1;9;1;
202300011080;155660896;A01;2;30;0;2;7;1;1;
202300011080;155660899;B01;2;50;0;2;1;14;3;
202300011081;155660894;A01;1;33;0;0;7;2;1;
202300011082;155660893;A01;3;7;0;2;8;2;1;
202300011082;155660895;B01;3;31;0;2;8;15;1;
202300011083;155660898;B01;2;7;0;0;4;9;0;
202300011083;155660905;A01;2;7;0;2;1;2;1;
202300011084;155660890;A01;1;7;5;0;1;1;1;
202300011085;155660889;A01;0;7;0;2;1;1;0;
202300011085;155660892;B01;3;7;0;2;8;9;1;
202300011086;155660888;B01;0;7;0;2;2;5;1;
202300011086;155660891;A01;0;1;0;2;8;14;5;
202300011087;155660886;A01;3;33;0;0;0;21;1;
202300011088;155660884;A01;1;7;0;1;2;26;1;
202300011089;155660885;A01;2;7;0;2;3;13;1;
202300011089;155660887;B01;1;33;0;2;1;1;1;
202300011090;155660882;A01;1;7;0;1;2;16;4;
202300011091;155660883;A01;1;7;0;1;2;2;1;
202300011092;155660880;A01;1;7;0;2;2;15;1;
202300011092;155660881;B01;2;31;0;2;1;19;1;
202300011093;155660879;A01;1;7;2;0;1;2;1;
202300011094;155660877;A01;3;33;0;2;1;1;1;
202300011094;155660878;B01;3;7;0;2;3;1;1;
202300011095;155660875;A01;2;7;3;0;1;13;1;
202300011096;155660873;A01;0;7;0;2;3;15;0;
202300011096;155660876;B01;0;32;0;2;1;1;1;
202300011097;155660872;B01;1;1;0;2;8;1;5;
202300011097;155660874;A01;2;7;0;2;7;16;1;
202300011098;155660870;A01;3;7;2;0;3;14;1;
202300011099;155660868;A01;2;7;0;2;5;17;0;
202300011099;155660871;B01;1;33;0;2;1;1;0;
202300011100;155660863;B01;1;30;0;2;1;1;6;
202300011100;155660865;A01;1;7;0;2;2;2;6;
202300011101;155660864;A01;0;31;1;0;0;0;0;
202300011102;155660867;A01;3;7;8;0;3;1;1;
202300011103;155660860;A01;2;10;0;1;3;1;1;
202300011104;155660859;A01;2;10;0;2;1;2;1;
202300011104;155660862;B01;2;7;0;2;4;2;1;
202300011105;155660857;B01;1;60;0;2;0;0;5;
202300011105;155660861;A01;1;7;0;2;1;0;1;
202300011106;155660855;A01;2;1;1;0;3;21;5;
202300011107;155660854;A01;1;1;0;1;1;1;5;
202300011108;155660852;A01;2;50;0;1;3;21;3;
202300011109;155660853;B01;1;7;0;0;6;1;1;
202300011109;155660856;A01;1;33;0;2;1;1;1;
202300011109;155660858;C01;2;7;0;2;1;0;1;
202300011110;155660849;A01;3;7;0;2;6;16;1;
202300011110;155660851;B01;3;30;0;2;2;1;1;
202300011111;155660848;A01;1;50;0;2;1;13;3;
202300011111;155660850;B01;2;80;0;2;1;1;3;
202300011112;155660847;A01;0;10;0;1;2;1;3;
202300011113;155660845;A01;2;50;14;0;1;21;3;
202300011114;155660843;Z01;3;7;0;2;5;9;0;
202300011114;155660846;B01;3;30;0;2;3;1;1;
202300011115;155660841;A01;2;7;0;2;1;1;3;
202300011115;155660844;B01;2;7;0;2;3;1;2;
202300011116;155660838;A01;3;10;0;2;3;10;1;
202300011116;155660840;B01;3;2;0;2;1;17;1;
202300011117;155660836;A01;2;7;0;2;8;1;1;
202300011117;155660839;B01;2;33;0;2;7;3;1;
202300011117;155660842;C01;2;10;0;2;7;1;1;
202300011118;155660835;A01;3;7;0;1;2;1;1;
202300011119;155660834;A01;2;7;0;2;1;15;1;
202300011119;155660837;B01;1;7;7;2;1;1;1;
202300011120;155660833;Z01;3;7;8;0;1;1;1;
202300011121;155660832;A01;0;7;0;1;2;1;1;
202300011122;155660831;A01;3;33;4;0;2;14;1;
202300011123;155660830;A01;2;30;1;0;1;14;3;
202300011124;155660824;A01;3;43;0;2;7;1;1;
202300011124;155660827;Z01;3;7;0;2;8;13;1;
202300011125;155660825;A01;2;7;0;2;2;15;3;
202300011125;155660828;B01;1;33;0;2;1;1;1;
202300011126;155660822;A01;2;7;0;2;2;15;1;
202300011126;155660826;B01;1;32;0;2;1;1;1;
202300011127;155660823;B01;1;7;0;2;4;1;1;
202300011127;155660829;A01;1;7;0;2;1;1;1;
202300011128;155660821;A01;3;7;1;0;2;14;1;
202300011129;155660818;A01;1;7;0;2;3;10;1;
202300011129;155660820;B01;1;33;0;2;2;1;1;
202300011130;155660816;A01;0;7;0;2;3;16;0;
202300011130;155660819;B01;0;30;0;2;8;23;0;
202300011131;155660813;A01;2;32;0;2;8;2;1;
202300011131;155660815;B01;2;30;0;2;1;2;3;
202300011132;155660814;Z01;3;7;0;2;8;1;0;
202300011132;155660817;B01;3;33;0;2;8;1;1;
202300011133;155660810;A01;0;7;15;0;1;19;1;
202300011133;155660812;B01;3;7;0;2;5;1;1;
202300011134;155660809;A01;2;37;0;9;2;17;0;1.0
202300011134;155660811;B01;2;1;0;2;6;13;5;
202300011135;155660806;B01;2;7;0;2;1;1;1;
202300011135;155660808;A01;1;7;0;2;1;15;1;
202300011136;155660804;B01;3;7;0;2;6;0;1;
202300011136;155660807;A01;3;32;0;2;2;2;1;
202300011137;155660803;A01;1;1;0;1;1;1;5;
202300011138;155660802;A01;1;7;0;2;1;1;6;
202300011138;155660805;B01;1;60;0;2;0;0;5;
202300011139;155660799;A01;1;10;0;2;2;1;0;
202300011139;155660801;B01;1;32;0;2;8;18;1;
202300011140;155660797;A01;0;7;1;2;1;1;1;
202300011140;155660800;C01;2;7;0;2;0;19;1;
202300011141;155660795;A01;3;7;0;2;2;15;2;
202300011141;155660798;B01;3;7;0;2;3;1;1;
202300011142;155660796;A01;1;7;0;1;5;1;1;
202300011143;155660792;B01;2;43;0;2;1;1;1;
202300011143;155660794;A01;2;7;0;2;6;15;2;
202300011144;155660791;A01;1;10;0;2;1;1;1;
202300011144;155660793;B01;1;7;0;2;2;26;3;
202300011145;155660790;A01;2;7;12;1;1;1;1;
202300011146;155660787;B01;2;7;0;2;4;2;1;
202300011146;155660789;A01;2;7;0;2;2;2;1;
202300011147;155660786;A01;3;7;0;2;3;9;1;
202300011147;155660788;B01;2;43;0;2;1;1;1;
202300011148;155660782;B01;1;7;0;2;6;1;1;
202300011148;155660784;C01;2;7;0;2;8;1;1;
202300011148;155660785;A01;1;34;0;2;1;17;1;
202300011149;155660781;A01;1;7;2;0;3;1;1;
202300011150;155660780;B01;1;7;0;2;8;15;1;
202300011150;155660783;A01;1;33;0;2;1;2;1;
202300011151;155660779;A01;1;7;13;0;9;1;1;
202300011152;155660778;A01;1;33;14;2;1;1;1;
202300011153;155660777;A01;0;7;1;1;2;13;1;
202300011154;155660773;A01;0;7;0;2;5;12;0;
202300011154;155660776;B01;0;7;0;2;3;1;0;
202300011155;155660774;A01;1;7;13;0;1;1;1;
202300011156;155660772;A01;1;7;0;2;1;2;1;
202300011156;155660775;B01;1;7;0;2;4;2;2;
202300011157;155660770;A01;2;15;3;0;2;20;1;
202300011158;155660768;A01;2;33;0;2;1;17;1;
202300011158;155660771;B01;2;21;0;0;3;11;1;
202300011159;155660766;A01;2;7;0;2;1;2;1;
202300011159;155660767;B01;2;7;0;0;4;23;1;
202300011159;155660769;C01;2;7;0;0;4;23;1;
202300011160;155660762;A01;2;7;0;2;2;1;1;
202300011160;155660764;B01;2;1;0;2;8;1;5;
