Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202300027752;155631381;A01;3;7;0;1;1;15;0;
202300027753;155631379;A01;1;38;0;1;2;0;6;1.0
202300027754;155631378;B01;1;7;0;2;1;2;1;
202300027754;155631380;A01;1;10;0;2;4;2;1;
202300027755;155631376;A01;3;7;0;1;1;1;1;
202300027756;155631374;A01;0;7;0;1;4;4;1;
202300027757;155631375;A01;2;30;14;0;1;5;1;
202300027757;155631377;B01;1;7;0;2;3;23;1;
202300027758;155631371;B01;3;7;12;2;7;1;0;
202300027758;155631373;A01;3;7;0;2;1;1;0;
202300027759;155631367;A01;2;33;0;2;1;2;1;
202300027759;155631370;B01;2;7;0;0;0;2;1;
202300027760;155631364;A01;1;7;4;0;9;26;0;
202300027761;155631365;B01;1;2;0;2;1;1;1;
202300027761;155631369;A01;1;7;0;2;7;19;1;
202300027762;155631363;A01;2;7;0;2;1;2;1;
202300027762;155631366;D01;2;7;0;2;4;2;1;
202300027762;155631368;C01;1;7;0;2;1;2;1;
202300027762;155631372;B01;2;7;0;2;4;2;1;
202300027763;155631362;A01;2;7;13;0;1;14;1;
202300027764;155631360;A01;3;7;0;2;1;19;1;
202300027764;155631361;B01;3;7;0;2;7;26;1;
202300027765;155631359;A01;1;7;4;0;0;0;1;
202300027766;155631357;A01;1;7;13;0;2;14;1;
202300027767;155631356;A01;2;31;14;0;1;1;1;
202300027768;155631355;MB01;1;60;0;2;3;19;5;
202300027768;155631358;A01;1;3;0;2;2;1;3;
202300027769;155631354;A01;2;7;2;0;1;19;1;
202300027770;155631350;B01;1;32;0;2;1;2;1;
202300027770;155631352;A01;2;7;0;2;4;4;1;
202300027771;155631351;B01;1;1;0;2;0;1;5;
202300027771;155631353;A01;2;7;0;0;0;15;1;
202300027772;155631348;A01;2;2;0;0;8;1;1;
202300027773;155631343;A01;2;7;0;2;1;1;1;
202300027773;155631346;B01;2;7;0;2;4;1;1;
202300027774;155631344;A01;2;10;0;2;1;13;1;
202300027774;155631349;B01;2;14;0;2;1;1;1;
202300027775;155631345;A01;1;7;0;2;1;1;1;
202300027775;155631347;B01;1;7;0;2;4;0;1;
202300027776;155631341;A01;3;10;0;2;4;4;1;
202300027776;155631342;B01;0;30;0;2;1;14;3;
202300027777;155631337;A01;2;14;0;2;2;16;1;
202300027777;155631340;B01;2;33;0;2;3;1;1;
202300027778;155631336;A01;0;7;1;0;1;1;1;
202300027779;155631333;B01;1;7;0;2;8;15;1;
202300027779;155631335;A01;1;37;0;2;1;1;4;2.0
202300027780;155631329;A01;2;7;0;2;3;9;1;
202300027780;155631332;B01;2;33;0;2;1;1;1;
202300027781;155631328;A01;3;7;0;2;2;1;1;
202300027781;155631331;B01;3;1;0;2;6;19;5;
202300027782;155631326;A01;1;34;0;2;4;3;1;
202300027782;155631330;B01;1;33;0;2;4;3;1;
202300027782;155631334;C01;1;7;0;2;7;1;1;
202300027782;155631338;D01;1;7;0;2;2;1;1;
202300027782;155631339;E01;1;7;0;2;4;1;1;
202300027783;155631323;A01;1;7;2;0;1;13;1;
202300027784;155631325;A01;2;10;0;2;2;15;1;
202300027784;155631327;B01;1;1;0;2;1;1;5;
202300027785;155631322;A01;2;7;0;2;8;11;1;
202300027785;155631324;B01;2;33;0;2;7;1;1;
202300027786;155631321;A01;1;7;4;0;1;2;1;
202300027787;155631318;A01;1;7;0;2;3;1;1;
202300027787;155631320;B01;3;1;0;2;1;0;5;
202300027788;155631316;A01;1;17;0;2;2;12;1;
202300027788;155631317;B01;1;7;0;2;8;1;1;
202300027789;155631314;A01;2;33;6;0;1;1;1;
202300027790;155631313;B01;1;7;0;2;0;0;1;
202300027790;155631319;A01;1;2;0;2;0;2;1;
202300027791;155631312;B01;2;7;0;2;4;2;1;
202300027791;155631315;Z01;2;7;0;2;0;0;0;
202300027792;155631309;A01;3;50;12;0;1;13;3;
202300027793;155631305;A01;2;33;0;2;1;2;1;
202300027793;155631307;B01;2;7;0;2;4;2;1;
202300027794;155631301;B01;2;7;0;2;1;0;1;
202300027794;155631304;A01;1;7;0;2;1;0;1;
202300027795;155631298;B01;2;50;0;2;7;1;3;
202300027795;155631302;A01;1;7;0;2;1;16;2;
202300027796;155631299;A01;1;7;0;2;2;0;1;
202300027796;155631303;B01;3;50;0;2;1;26;3;
202300027797;155631295;B01;2;1;0;2;8;1;5;
202300027797;155631297;A01;1;7;0;2;1;15;1;
202300027798;155631289;B01;2;7;0;2;3;0;1;
202300027798;155631291;A01;1;7;0;2;1;13;1;
202300027799;155631292;A01;2;10;0;1;7;16;3;
202300027800;155631290;A01;2;10;0;2;1;2;1;
202300027800;155631294;B01;2;7;0;2;4;2;1;
202300027800;155631296;C01;2;7;0;2;4;2;1;
202300027800;155631300;D01;2;7;0;2;4;2;1;
202300027801;155631288;A01;2;7;0;2;3;9;1;
202300027801;155631293;B01;2;43;0;2;2;1;1;
202300027802;155631286;A01;2;7;0;0;8;13;1;
202300027803;155631284;A01;1;7;4;0;1;1;1;
202300027804;155631285;A01;1;32;0;0;8;17;1;
202300027805;155631283;B01;3;50;0;2;1;1;3;
202300027805;155631287;A01;3;7;0;2;2;16;1;
202300027806;155631280;A01;2;30;12;2;1;1;1;
202300027806;155631281;B01;2;7;0;2;7;14;1;
202300027807;155631279;A01;2;10;0;2;3;9;1;
202300027807;155631282;B01;1;50;0;2;7;1;3;
202300027808;155631278;A01;2;7;5;0;1;26;1;
202300027809;155631275;A01;1;7;4;0;2;17;1;
202300027810;155631274;B01;1;32;9;2;3;18;1;
202300027810;155631277;A01;1;10;0;2;7;16;1;
202300027811;155631273;B01;1;7;0;2;8;1;0;
202300027811;155631276;A01;2;33;0;2;7;1;1;
202300027812;155631268;A01;1;7;0;0;0;15;0;
202300027812;155631272;B01;0;2;6;0;1;1;1;
202300027813;155631267;A01;3;80;0;1;7;1;3;
202300027814;155631264;C01;1;31;0;2;6;14;1;
202300027814;155631269;A01;1;33;0;2;7;14;1;
202300027814;155631271;B01;1;33;0;2;5;14;1;
202300027815;155631263;C01;2;7;0;2;8;1;1;
202300027815;155631266;B01;2;7;0;2;8;1;1;
202300027815;155631270;A01;1;7;6;2;1;1;1;
202300027816;155631262;Z01;2;7;0;2;6;23;2;
202300027816;155631265;A01;2;2;0;2;3;21;0;
202300027817;155631260;A01;3;7;0;1;1;15;1;
202300027818;155631259;A01;2;7;0;2;2;16;1;
202300027818;155631261;B01;2;1;0;2;1;1;5;
202300027819;155631255;B01;0;7;0;2;3;11;1;
202300027819;155631257;A01;1;2;0;2;1;1;1;
202300027820;155631253;B01;2;7;0;2;5;16;1;
202300027820;155631256;VA01;2;33;0;2;1;7;1;
202300027821;155631251;A01;3;1;0;2;7;1;5;
202300027821;155631254;B01;3;7;0;2;2;1;1;
202300027822;155631249;A01;2;7;0;2;3;13;1;
202300027822;155631252;B01;1;7;0;2;3;1;1;
202300027823;155631247;B01;3;31;0;2;1;17;1;
202300027823;155631250;A01;3;10;0;2;3;15;1;
202300027824;155631244;A01;1;2;0;0;7;1;1;
202300027825;155631243;A01;0;7;0;2;1;26;0;
202300027825;155631245;B01;0;32;0;0;0;0;0;
202300027826;155631246;B01;2;1;0;2;1;1;5;
202300027826;155631248;A01;2;7;0;2;2;16;1;
202300027827;155631242;A01;3;7;0;1;1;1;1;
202300027828;155631235;B01;0;2;0;2;1;1;3;
202300027828;155631239;A01;0;7;0;2;8;15;1;
202300027829;155631237;A01;3;7;0;2;7;15;1;
202300027829;155631241;B01;3;33;0;2;1;1;1;
202300027830;155631238;A01;1;7;0;0;3;0;1;
202300027831;155631234;A01;3;10;0;2;1;1;1;
202300027831;155631240;B01;3;7;0;2;1;1;1;
202300027832;155631233;B01;1;7;0;2;0;0;0;
202300027832;155631236;A01;1;50;0;2;1;1;3;
202300027833;155631228;A01;1;3;0;2;1;5;0;
202300027833;155631231;B01;1;7;0;2;1;1;0;
202300027834;155631226;B01;1;1;0;2;1;1;5;
202300027834;155631230;A01;1;7;0;2;5;26;1;
202300027835;155631227;A01;3;2;0;2;0;0;1;
202300027835;155631232;B01;3;7;0;2;0;0;1;
202300027836;155631224;B01;1;50;0;2;3;9;3;
202300027836;155631229;A01;2;30;0;2;1;1;1;
202300027837;155631223;A01;2;33;0;2;8;10;1;
202300027837;155631225;B01;2;33;0;2;1;1;1;
202300027838;155631222;A01;3;7;6;0;2;1;1;
202300027839;155631221;A01;1;10;0;1;2;1;1;
202300027840;155631220;A01;1;7;4;0;1;1;1;
202300027841;155631219;A01;1;7;0;1;1;19;1;
202300027842;155631218;A01;3;32;0;0;0;26;1;
202300027843;155631215;A01;1;33;0;2;1;17;1;
202300027843;155631217;B01;1;10;0;2;3;23;1;
202300027844;155631214;A01;2;10;0;9;1;2;1;
202300027844;155631216;B01;2;80;0;2;7;2;3;
202300027845;155631212;A01;1;7;0;1;1;1;1;
202300027846;155631211;B01;1;7;0;2;7;0;1;
202300027846;155631213;A01;2;34;0;2;1;21;1;
202300027847;155631208;A01;1;7;0;2;1;1;1;
202300027847;155631210;B01;1;7;0;2;4;1;1;
202300027848;155631206;A01;2;32;3;2;1;14;1;
202300027848;155631209;B01;2;7;0;2;1;1;2;
202300027849;155631205;A01;2;10;0;2;1;1;1;
202300027849;155631207;B01;2;7;0;2;4;1;3;
202300027850;155631201;A01;1;7;0;2;1;9;1;
202300027850;155631203;B01;1;7;0;2;4;1;1;
202300027851;155631200;B01;3;7;0;2;5;1;1;
202300027851;155631204;A01;2;30;0;2;1;1;1;
202300027852;155631199;A01;1;1;1;0;1;1;5;
202300027852;155631202;B01;1;7;0;2;6;24;1;
202300027853;155631196;A01;3;7;0;2;3;1;1;
202300027853;155631198;B01;1;60;0;2;1;19;5;
202300027854;155631197;A01;2;33;12;0;3;13;1;
202300027855;155631194;A01;2;7;0;1;3;1;3;
202300027856;155631193;B01;2;7;0;2;4;2;1;
202300027856;155631195;A01;2;7;0;2;1;2;1;
202300027857;155631192;A01;1;7;9;0;1;14;1;
202300027858;155631189;A01;2;33;0;2;1;1;1;
202300027858;155631190;B01;2;7;0;2;6;11;1;
202300027859;155631187;A01;2;33;0;2;1;1;1;
202300027859;155631191;B01;3;7;0;2;2;15;1;
202300027860;155631186;A01;1;1;0;1;1;1;5;
202300027861;155631185;B01;1;30;0;2;6;1;1;
202300027861;155631188;A01;1;17;0;2;1;1;1;
202300027862;155631177;A01;1;7;0;2;1;1;1;
202300027862;155631184;B01;2;7;0;2;5;15;1;
202300027863;155631176;B01;2;30;0;2;1;1;1;
202300027863;155631181;A01;1;7;0;2;7;13;1;
202300027864;155631175;B01;3;33;0;2;3;17;1;
202300027864;155631178;A01;3;7;0;2;3;15;2;
202300027865;155631180;A01;1;7;0;2;3;1;1;
202300027865;155631183;B01;1;1;0;2;3;19;5;
202300027866;155631174;A01;1;7;0;2;6;19;1;
202300027866;155631179;B01;2;10;0;2;3;1;1;
202300027866;155631182;C01;1;10;0;2;1;1;1;
202300027867;155631172;A01;1;50;0;0;2;1;3;
202300027868;155631169;B01;1;31;0;2;1;1;3;
202300027868;155631171;A01;1;10;0;2;4;15;1;
202300027869;155631168;A01;2;2;0;2;7;17;1;
202300027869;155631173;B01;3;7;0;2;1;1;0;
202300027870;155631165;A01;0;7;0;1;1;1;1;
202300027871;155631164;Z01;3;7;0;2;1;1;0;
202300027871;155631166;C01;3;7;0;2;3;1;0;
202300027871;155631170;B01;3;7;0;2;7;15;0;
202300027872;155631163;A01;2;7;0;9;2;2;1;
202300027872;155631167;B01;2;1;0;0;4;2;5;
202300027873;155631162;A01;1;32;0;1;1;7;1;
202300027874;155631161;A01;2;7;0;1;1;1;1;
202300027875;155631156;Z01;3;7;0;2;1;1;0;
202300027875;155631160;B01;3;50;0;2;8;1;3;
202300027876;155631155;A01;2;7;0;2;1;15;0;
202300027876;155631159;B01;0;1;0;2;0;16;5;
202300027877;155631154;A01;1;10;0;2;1;13;1;
202300027877;155631158;B01;2;10;0;2;3;1;1;
202300027878;155631152;B01;2;10;0;2;3;1;1;
202300027878;155631157;A01;1;32;0;2;1;11;1;
202300027879;155631151;B01;1;1;0;2;1;1;5;
202300027879;155631153;A01;1;7;0;2;1;16;1;
202300027880;155631146;A01;1;7;0;2;4;13;1;
202300027880;155631149;B01;2;10;0;2;1;2;1;
202300027881;155631148;A01;1;10;0;2;1;2;1;
202300027881;155631150;B01;1;7;0;2;4;23;1;
202300027882;155631143;A01;3;7;0;2;8;9;1;
202300027882;155631145;B01;1;32;0;2;1;2;1;
202300027883;155631144;A01;1;34;0;1;1;25;1;
202300027884;155631141;A01;2;30;14;0;1;17;6;
202300027885;155631138;B01;2;1;0;2;4;2;5;
202300027885;155631140;A01;2;7;0;2;2;2;1;
202300027886;155631139;A01;1;2;0;0;0;26;1;
202300027886;155631142;B01;1;10;0;2;3;1;1;
202300027887;155631134;A01;2;50;15;1;4;2;3;
202300027888;155631132;A01;1;7;0;1;3;1;1;
202300027889;155631130;B01;2;99;0;1;1;1;3;
202300027890;155631129;B01;2;10;0;2;2;17;0;
202300027890;155631133;A01;2;7;0;2;3;11;0;
202300027891;155631128;A01;3;7;0;2;3;1;1;
202300027891;155631131;B01;3;30;0;2;1;15;1;
202300027892;155631125;A01;0;7;0;2;0;0;1;
202300027892;155631127;B01;0;7;0;2;1;2;4;
202300027893;155631122;A01;2;7;0;2;3;1;1;
202300027893;155631126;B01;1;7;1;2;3;23;1;
202300027894;155631121;A01;1;7;0;1;2;26;1;
202300027895;155631123;A01;1;7;2;0;1;1;1;
202300027896;155631120;A01;1;10;0;2;7;1;1;
202300027896;155631124;B01;1;21;0;2;8;1;1;
202300027897;155631118;B01;1;50;0;2;1;1;3;
202300027897;155631119;A01;1;7;0;0;0;0;1;
202300027898;155631117;A01;3;3;0;9;9;21;1;
202300027899;155631112;B01;2;7;0;2;1;2;1;
202300027899;155631115;A01;1;30;0;2;1;18;1;
202300027900;155631109;A01;2;7;0;2;1;1;1;
202300027900;155631113;B01;0;7;2;2;5;15;1;
202300027901;155631110;A01;1;32;0;2;0;9;1;
202300027901;155631114;B01;1;7;0;0;0;1;1;
202300027902;155631111;A01;1;2;0;2;1;1;1;
202300027902;155631116;B01;2;7;0;2;2;15;1;
202300027903;155631106;A01;2;7;2;0;1;5;1;
202300027904;155631105;C01;2;7;0;2;4;2;1;
202300027904;155631107;B01;2;7;0;2;4;2;1;
202300027904;155631108;A01;2;10;0;2;1;2;3;
202300027905;155631104;A01;2;7;1;0;1;1;1;
202300027906;155631103;B01;2;7;0;0;0;9;1;
202300027907;155631102;A01;2;7;0;2;3;2;0;
202300027908;155631099;A01;1;7;0;1;2;2;1;
202300027909;155631098;B01;1;7;0;2;1;9;1;
202300027909;155631101;A01;1;7;0;2;1;9;1;
202300027910;155631097;A01;1;7;0;2;8;5;1;
202300027910;155631100;B01;1;10;0;2;3;1;1;
202300027911;155631096;A01;1;32;0;1;1;1;1;
202300027912;155631094;A01;1;34;0;1;3;2;1;
202300027913;155631092;B01;3;7;0;2;6;1;1;
202300027913;155631095;A01;0;34;0;2;1;1;1;
202300027914;155631093;A01;3;7;6;0;3;13;1;
202300027915;155631090;A01;1;43;0;1;1;14;1;
202300027916;155631088;A01;1;7;0;2;1;19;1;
202300027916;155631089;B01;2;33;0;2;8;1;1;
202300027917;155631087;B01;3;1;0;2;4;1;5;
202300027917;155631091;A01;3;7;0;2;2;2;1;
202300027918;155631080;A01;2;2;0;2;1;21;1;
202300027918;155631083;C01;2;2;0;2;2;2;1;
202300027918;155631086;B01;1;7;0;2;7;15;0;
202300027919;155631082;A01;3;7;0;2;8;22;1;
202300027919;155631085;B01;3;50;1;0;1;1;3;
202300027920;155631081;A01;3;7;0;2;8;9;1;
202300027920;155631084;B01;3;33;0;2;1;3;1;
202300027921;155631076;B01;2;10;0;2;1;1;1;
202300027921;155631078;A01;1;7;0;2;1;15;1;
202300027922;155631074;A01;1;31;0;2;1;1;1;
202300027922;155631077;B01;1;7;0;2;5;1;1;
202300027923;155631073;B01;2;10;0;2;2;1;1;
202300027923;155631079;A01;1;7;0;2;3;15;1;
202300027924;155631071;A01;1;7;0;1;3;1;1;
202300027925;155631070;A01;2;30;0;1;1;5;3;
202300027926;155631072;B01;1;10;0;2;0;0;1;
202300027926;155631075;A01;1;7;0;2;0;0;1;
202300027927;155631067;B01;2;1;1;0;7;1;5;
202300027927;155631069;A01;2;14;0;2;3;22;1;
202300027928;155631066;A01;1;10;0;1;2;1;1;
202300027929;155631064;A01;2;10;2;0;7;1;1;
202300027930;155631061;B01;3;7;0;2;2;22;0;
202300027930;155631062;A01;3;10;0;2;3;1;0;
202300027931;155631060;B01;2;10;0;2;5;1;1;
202300027931;155631063;A01;2;33;0;2;3;3;1;
202300027932;155631065;B01;2;7;0;2;4;1;1;
202300027932;155631068;A01;2;7;0;2;1;1;1;
202300027933;155631057;A01;2;7;0;2;1;13;1;
202300027933;155631059;B01;2;31;0;2;1;2;1;
202300027934;155631054;B01;1;7;0;2;2;20;1;
202300027934;155631056;A01;1;34;0;2;1;1;1;
202300027935;155631052;A01;2;1;0;1;1;21;5;
202300027936;155631053;B01;2;7;0;2;3;2;1;
202300027936;155631058;A01;1;7;0;2;3;17;1;
202300027937;155631051;A01;1;21;0;0;9;14;1;
202300027938;155631048;A01;1;80;0;0;6;1;3;
202300027938;155631049;Z01;1;7;0;2;6;1;0;
202300027939;155631050;B01;1;7;0;2;8;1;1;
202300027939;155631055;A01;2;7;0;2;1;1;1;
202300027940;155631045;A01;2;7;0;1;1;1;2;
202300027941;155631043;A01;2;7;0;2;1;1;0;
202300027941;155631046;B01;2;7;9;2;7;15;1;
202300027942;155631044;A01;3;1;0;0;5;9;5;
202300027942;155631047;B01;3;7;0;2;3;1;1;
202300027943;155631042;A01;1;7;13;0;9;1;-1;
202300027944;155631039;B01;2;2;0;2;1;1;1;
202300027944;155631041;A01;2;7;0;2;3;9;1;
202300027945;155631037;A01;1;7;0;1;1;1;0;
202300027946;155631036;B01;1;7;9;2;5;1;1;
202300027946;155631038;A01;1;7;0;2;3;16;1;
202300027947;155631035;B01;2;7;0;2;3;1;1;
202300027947;155631040;A01;1;7;0;2;3;5;1;
202300027948;155631032;B01;3;33;0;2;4;23;1;
202300027948;155631034;A01;3;7;0;2;1;2;1;
202300027949;155631031;A01;1;7;2;0;1;1;1;
202300027950;155631028;A01;3;50;0;1;1;21;3;
202300027951;155631025;A01;1;30;0;2;2;23;1;
202300027951;155631027;B01;1;37;0;0;6;7;1;1.0
202300027952;155631026;A01;1;33;0;2;1;21;1;
202300027952;155631029;B01;1;7;0;2;1;1;1;
202300027952;155631030;C01;1;7;0;2;8;9;1;
202300027952;155631033;D01;1;7;0;2;3;1;1;
202300027953;155631024;A01;1;15;0;0;9;14;1;
202300027954;155631021;B01;0;33;0;2;2;17;1;
202300027954;155631023;A01;0;7;0;2;3;10;1;
202300027955;155631020;A01;1;10;0;2;2;9;1;
202300027955;155631022;B01;2;33;0;2;2;1;1;
202300027956;155631015;B01;2;1;0;2;2;1;5;
202300027956;155631018;A01;2;10;0;2;6;24;1;
202300027957;155631016;A01;2;2;0;0;0;1;1;
202300027958;155631012;A01;1;1;3;0;2;1;5;
202300027959;155631013;B01;1;7;0;2;1;1;1;
202300027959;155631019;A01;2;7;0;2;2;15;1;
202300027960;155631009;A01;0;7;0;2;2;16;1;
202300027960;155631011;B01;0;31;0;2;8;18;1;
202300027961;155631005;D01;2;1;0;2;8;1;5;
202300027961;155631008;C01;2;7;0;2;1;13;1;
202300027961;155631010;B01;2;7;0;2;1;1;1;
202300027961;155631014;E01;2;1;0;2;0;1;5;
202300027961;155631017;A01;1;7;0;2;1;5;1;
202300027962;155631006;A01;2;7;0;1;4;4;0;
202300027963;155631004;B01;0;7;0;2;2;0;1;
202300027963;155631007;A01;0;7;0;2;8;0;1;
202300027964;155631002;A01;1;50;0;2;8;15;3;
202300027964;155631003;B01;1;7;0;2;2;1;1;
202300027965;155631001;A01;3;14;6;0;3;4;1;
202300027966;155630999;A01;3;7;0;1;1;15;1;
202300027967;155630998;B01;2;15;0;2;1;24;1;
202300027967;155631000;A01;1;7;1;0;1;14;1;
202300027968;155630996;A01;1;33;0;1;2;15;1;
202300027969;155630995;A01;2;7;0;2;1;13;1;
202300027969;155630997;B01;1;10;0;2;1;1;1;
202300027970;155630990;A01;1;2;0;0;7;14;1;
202300027971;155630989;A01;1;30;0;2;1;0;1;
202300027971;155630993;B01;1;7;0;2;5;1;1;
202300027971;155630994;C01;1;7;0;2;4;1;1;
202300027972;155630988;A01;3;7;0;2;3;16;1;
202300027972;155630992;B01;2;34;0;2;1;1;1;
202300027973;155630987;A01;2;7;0;2;7;12;2;
202300027973;155630991;B01;2;32;0;2;8;11;3;
202300027974;155630985;A01;3;7;0;2;1;1;1;
202300027974;155630986;B01;3;33;0;2;4;0;1;
202300027975;155630980;B01;1;3;0;2;5;23;1;
202300027975;155630983;C01;1;7;0;2;4;23;1;
202300027975;155630984;Z01;1;7;0;2;3;2;1;
202300027976;155630978;A01;1;50;0;2;1;1;3;
202300027976;155630982;B01;3;33;0;2;6;19;1;
202300027977;155630981;A01;1;7;3;0;2;14;1;
202300027978;155630977;B01;1;33;0;2;1;1;1;
202300027978;155630979;A01;2;7;0;2;7;19;1;
202300027979;155630974;A01;1;7;13;0;1;1;1;
202300027980;155630973;B01;2;33;0;2;8;1;1;
202300027980;155630976;A01;2;7;0;2;2;15;3;
202300027981;155630971;A01;0;7;0;2;1;15;0;
202300027981;155630975;B01;0;7;6;2;1;1;0;
202300027982;155630968;A01;2;7;0;2;1;2;1;
202300027982;155630970;B01;2;10;0;2;1;2;1;
202300027982;155630972;C01;2;7;0;2;4;2;1;
202300027983;155630966;B01;2;7;0;2;2;1;2;
202300027983;155630967;A01;2;1;0;2;3;21;5;
202300027984;155630964;A01;2;7;0;1;1;1;1;
202300027985;155630962;C01;1;7;0;0;4;1;1;
202300027985;155630965;B01;1;7;0;2;4;1;1;
202300027985;155630969;A01;1;7;0;2;1;1;1;
202300027986;155630960;A01;2;1;12;2;7;1;5;
202300027987;155630958;A01;3;7;0;2;1;1;1;
202300027987;155630961;B01;3;7;0;2;1;1;1;
202300027987;155630963;C01;3;7;0;2;1;1;1;
202300027988;155630957;A01;3;30;0;0;0;1;1;
202300027989;155630956;A01;1;7;0;2;1;1;1;
202300027989;155630959;B01;2;7;0;2;2;15;1;
202300027990;155630955;A01;2;1;0;1;8;1;5;
202300027991;155630954;A01;0;10;9;0;3;15;1;
202300027992;155630953;A01;2;7;0;1;1;1;1;
202300027993;155630950;A01;2;7;0;0;9;1;1;
202300027994;155630948;B01;1;13;0;2;2;1;1;
202300027994;155630952;A01;2;7;0;2;5;1;1;
202300027995;155630949;B01;0;7;0;2;8;15;1;
202300027995;155630951;A01;0;32;0;2;2;17;3;
202300027996;155630947;A01;1;7;0;1;1;0;1;
202300027997;155630946;A01;1;7;2;0;1;14;1;
202300027998;155630944;A01;0;10;0;1;2;16;0;
202300027999;155630941;B01;1;7;0;2;5;2;1;
202300027999;155630945;A01;1;33;0;2;1;13;1;
202300028000;155630940;A01;1;7;0;0;7;1;1;
202300028001;155630939;A01;1;1;0;2;1;13;5;
202300028001;155630942;C01;2;21;0;2;1;1;1;
202300028001;155630943;B01;1;1;0;2;1;13;5;
202300028002;155630936;A01;1;34;0;2;8;19;1;
202300028002;155630938;B01;2;13;0;2;1;1;1;
202300028003;155630933;A01;1;37;6;2;1;5;1;1.0
202300028003;155630935;B01;2;7;3;2;1;1;1;
202300028004;155630932;A01;1;33;0;2;3;1;1;
202300028004;155630934;B01;1;7;0;2;5;12;1;
202300028004;155630937;C01;1;10;0;2;6;1;1;
202300028005;155630929;B01;1;33;8;2;5;1;1;
202300028005;155630930;A01;1;7;0;2;3;15;1;
202300028006;155630928;A01;1;10;0;2;1;1;1;
202300028006;155630931;B01;1;7;0;0;4;15;1;
202300028007;155630927;A01;1;7;6;0;8;1;1;
202300028008;155630924;A01;1;17;0;2;7;12;1;
202300028008;155630926;B01;1;7;0;2;8;1;1;
202300028009;155630918;A01;1;7;0;2;3;1;1;
202300028009;155630922;B01;2;10;0;2;3;1;1;
202300028010;155630919;A01;1;7;1;0;1;2;1;
202300028010;155630921;B01;1;7;0;2;4;24;1;
202300028010;155630925;C01;1;7;0;2;4;24;3;
202300028011;155630920;B01;1;7;0;2;1;1;1;
202300028011;155630923;A01;2;7;0;2;1;13;1;
202300028012;155630917;A01;2;7;0;1;1;1;1;
202300028013;155630914;A01;0;33;0;2;3;1;1;
202300028014;155630911;B01;1;2;0;2;0;14;3;
202300028014;155630916;A01;2;7;0;2;2;1;1;
202300028015;155630913;A01;1;80;0;2;8;13;3;
202300028015;155630915;B01;1;17;0;2;2;17;6;
202300028016;155630910;A01;1;7;0;0;4;23;1;
202300028016;155630912;B01;1;10;1;0;7;14;1;
202300028017;155630908;B01;1;33;0;2;3;2;1;
202300028017;155630909;A01;1;7;1;2;3;14;1;
202300028018;155630907;A01;1;33;0;2;1;11;1;
202300028019;155630903;A01;2;7;0;2;3;15;1;
202300028019;155630905;B01;1;1;0;2;1;1;5;
202300028020;155630900;A01;0;32;0;2;2;1;1;
202300028020;155630904;B01;0;1;0;2;3;15;5;
202300028021;155630901;A01;2;10;0;2;8;15;1;
202300028021;155630906;B01;1;7;0;2;1;1;1;
202300028022;155630896;B01;1;7;0;2;4;2;1;
202300028022;155630898;C01;1;7;0;0;4;23;1;
202300028022;155630899;D01;1;15;0;0;7;2;1;
202300028022;155630902;A01;1;10;0;2;1;2;1;
202300028023;155630895;B01;1;1;0;0;0;1;5;
202300028023;155630897;A01;1;7;0;0;0;16;1;
202300028024;155630894;A01;2;33;3;0;8;13;1;
202300028025;155630893;A01;0;7;0;1;1;26;1;
202300028026;155630892;A01;3;2;9;0;1;1;1;
202300028027;155630891;A01;2;7;9;0;2;2;2;
202300028028;155630889;A01;2;1;7;0;1;14;5;
202300028029;155630887;A01;1;7;4;0;9;1;1;
202300028030;155630888;A01;2;37;0;1;1;1;1;3.0
202300028031;155630883;A01;2;7;0;1;1;1;1;
202300028032;155630885;A01;2;2;0;0;0;1;1;
202300028033;155630886;A01;1;10;0;1;4;4;1;
202300028034;155630882;A01;2;7;0;2;2;15;1;
202300028034;155630884;B01;1;1;0;2;1;18;5;
202300028035;155630879;A01;1;10;7;2;3;13;1;
202300028035;155630881;B01;2;7;0;2;3;1;1;
202300028036;155630876;A01;1;7;0;0;0;1;1;
202300028036;155630878;B01;1;7;0;2;0;1;1;
202300028037;155630875;A01;3;7;0;1;2;1;1;
202300028038;155630873;A01;2;7;0;0;9;1;1;
202300028039;155630872;D01;1;7;0;0;0;0;0;
202300028039;155630874;A01;1;7;0;0;4;2;1;
202300028039;155630877;B01;1;7;0;0;0;0;1;
202300028040;155630871;A01;2;7;2;0;1;14;1;
202300028041;155630869;A01;3;7;1;0;2;0;1;
202300028042;155630866;A01;2;10;0;1;4;4;1;
202300028043;155630868;A01;2;30;0;2;1;0;0;
202300028043;155630870;B01;1;7;0;2;1;17;1;
202300028044;155630867;A01;3;7;16;0;1;16;1;
202300028045;155630865;A01;1;7;13;0;3;13;1;
202300028046;155630863;A01;2;7;0;1;1;26;0;
202300028047;155630861;A01;2;7;4;0;1;0;1;
202300028048;155630858;B01;2;7;0;2;3;1;1;
202300028048;155630859;C01;2;7;0;2;1;1;1;
202300028048;155630862;A01;1;10;0;2;9;5;1;
202300028049;155630860;A01;2;7;0;2;3;13;3;
202300028049;155630864;B01;1;2;0;2;1;0;1;
202300028050;155630856;A01;0;7;13;0;1;0;1;
202300028051;155630853;A01;3;7;13;0;7;1;1;
